content,title,url 
或许是最初颜色选的不合适，在最近的半年时间中小黄车ofo屡次被传言“黄了”。　　这种传言并非完全没有根据，在过去的半年时间中一些二三梯队的共享单车企业确实黄了不少，押金问题、投放过量问题、盈收平,“黄了”这么多次的小黄车ofo 还能重新站起来吗？,http://www.chinanews.com/it/2018/06-28/8549321.shtml
6月20日电 近日，联想集团重磅推出全新一代ThinkStation P系列工作站家族新品——ThinkStation P520c，新品以强劲性能、稳定的表现以及超高的性价比，致力于成为制造、建,三维设计超值之选 联想ThinkStation P520c工作站上市,http://www.chinanews.com/it/2018/06-20/8541540.shtml
伴随互联网和物联网的普及，云计算、大数据的快速发展，给网络安全提出了更多新的挑战，网络攻击和网络病毒以及核心数据泄露等种类事件的频发，使得网络安全上升至国家战略高度。国家政策相继出台对于网络安全的,优炫软件：数据安全核心技术将亮相软博会,http://www.chinanews.com/it/2018/06-20/8541875.shtml
6月28日电    28日，北京国际消费电子博览会正式拉开帷幕，此次大会将连续三日(6月28日至30日)在北京亦创国际会展中心举行。本次展会集中展示智能硬件、人工智能、数码科技、智能家居等方面的,北京国际消费电子博览会开幕 大大保获人工智能创新奖,http://www.chinanews.com/business/2018/06-28/8550027.shtml
人民网讯 6月26日-30日，北京市人民政府新闻办公室联合中央广播电视总台国际在线组织2018“丝路大V北京行”科技篇活动。来自乌克兰、罗马尼亚、塞尔维亚、泰国等9国12位由国家级智库成员、媒体记,丝路大V北京行 见识中国高科技,http://www.chinanews.com/it/2018/06-28/8550340.shtml
广州6月28日电 (记者 许青青)28日，广东省工商局组织广东省网商协会，阿里巴巴(中国)有限公司、广东晶东贸易有限公司、深圳腾讯计算机系统有限公司、广州唯品会电子商务有限公司等多家知名网络平台,广东与多家网络平台签署公约 打造无传销网络平台,http://www.chinanews.com/it/2018/06-28/8550472.shtml
西宁6月28日电 (央姬卓玛)“把草原农牧业发展纳入大数据产业版图中，对消费者、政府、牧民来说，都是件益事。”27日，“原牧求娱”手机APP在西宁正式上线。内蒙古科技大学信息工程学院院长李宝山对,青海上线实体开心农场 助力农牧产业数据化转型,http://www.chinanews.com/it/2018/06-28/8549572.shtml
让它飞起来　　6月19日，京东CEO刘强东在微博上发布了一个“大”消息：京东第一架重型无人机正式下线。目标有效载重量达到1吨～5吨，飞行距离超过1000公里。100%自主知识产权。6月18日，京,让它飞起来,http://www.chinanews.com/it/2018/06-29/8550802.shtml
近日，在贵阳2018中国国际大数据产业博览会上，百度创始人、董事长兼李彦宏颠覆搜索引擎既有商业模式，推出简单搜索，并承诺这款手机搜索应用“永远没有广告”。除了搜索结果之外，“简单搜索”还提供广告屏,简单搜索：企业高品质高质量发展的实现,http://www.chinanews.com/it/2018/06-29/8551555.shtml
北京6月29日电 (记者 刘育英)过去五年，中国软件产业年业务收入实现翻番，目前又迎来新的历史机遇。　　第二十二届中国国际软件博览会29日在北京举行。中国工业和信息化部部长苗圩在开幕式上介绍，,中国软件产业收入五年翻番 迎来重要发展机遇,http://www.chinanews.com/it/2018/06-29/8551860.shtml
北京6月29日电 (记者 刘育英)2018年度中国软件和信息技术服务综合竞争力百强企业29日在北京发布，华为、腾讯、百度三家企业居前三位。　　第二十二届中国国际软件博览会29日在北京开幕，软件,2018年中国软件百强榜：华为腾讯百度居前三,http://www.chinanews.com/it/2018/06-29/8551868.shtml
图为2018世界移动大会上，中国联通展台展示的基于5G环境下的无人驾驶应用。　　黄 鑫摄　　即将到来的5G时代将开启万物互联、深度融合的新阶段，电信运营企业也将迎来继话音、流量消费之后的又一个,移动通信缔造智慧生活,http://www.chinanews.com/it/2018/06-29/8551647.shtml
人工智能辩赢人类，非里程碑突破　　科普之家　　无论是沃森辩手还是沃森医生，以及现在的项目辩手，都属于弱人工智能，因为它们只是按人类的设计来完成任务。　　最近，国际商业机器公司（IBM）在美国,人工智能辩赢人类，非里程碑突破,http://www.chinanews.com/it/2018/06-25/8545740.shtml
新技术能否破解“斯诺登式”泄密难题　　本报讯（中国青年报·中青在线记者 邱晨辉）在前不久举行的第六届中国网络安全大会上，包括人工智能、5G、区块链在内的新技术成了与会者频频抛出的热词，大会名誉主,新技术能否破解“斯诺登式”泄密难题,http://www.chinanews.com/it/2018/06-25/8546302.shtml
北京6月25日电(记者 闫晓虹)最新报告显示，G20国家中，中国在科研和技术创新力方面表现突出，在人工智能领域的科技实力增速明显。　　中国科学院文献情报中心和科睿唯安25日在北京联合发布《G2,报告：中国在人工智能领域的科技实力增速明显,http://www.chinanews.com/it/2018/06-25/8546473.shtml
广州6月25日电 (记者 郭军)2018年“创客中国”广东省创新创业大赛暨第二届“创客广东”大赛复赛第一场25日在广州举办，34个来自全省各地的新一代信息技术创新项目率先亮相。　　本次活动由工,2018“创客中国”广东省创新创业大赛复赛首场在穗举行,http://www.chinanews.com/it/2018/06-25/8546452.shtml
三大运营商5G路径全选SA　　产业链火力全开奔5G　　5G标准落地后，运营商们采取何种方式组网是关注焦点。中国三大运营商均选择了5G独立组网（SA）的技术路线。　　中国移动打通　　全球首个,三大运营商5G路径全选SA,http://www.chinanews.com/it/2018/06-29/8551200.shtml
北京6月25日电 (记者 高凯)“随着数字化再往深度走，你会发现靠一己之力是解决不了多元化、多应用场景和多个行业的数字服务的供给问题”，华为消费者BG云服务总裁张平安日前在京接受媒体采访时直言。,华为张平安：每年10亿扶持开发者,http://www.chinanews.com/it/2018/06-25/8546475.shtml
6月27日至29日，2018世界移动大会在上海举办。5G(第五代移动通信技术)无疑是大会的一大亮点，演讲嘉宾几乎都会提到5G的内容，与此相关的展台也被参会者围得水泄不通。工信部副部长陈肇雄表示，随,5G预计2020年实现商用 运营商如何建网还存未知数,http://www.chinanews.com/it/2018/06-29/8550713.shtml
6月26日，国新办举行2018中国国际智能产业博览会有关情况发布会。重庆市政府市长唐良智在会上介绍，首届“智博会”定于8月23日至25日在重庆举行，主题是“智能化：为经济赋能、为生活添彩”。目前，,中国人工智能发展进入快车道,http://www.chinanews.com/it/2018/06-27/8547884.shtml
人民网上海6月28日电 (赵超)2018世界移动大会6月27日在上海开幕。本届大会，5G成为毫无疑问的核心主题。国内三大电信运营商在本次展会上相继公布了5G部署规划，并重点展示了5G核心技术以及创,三大运营商公布5G部署规划：商用化全方位提速,http://www.chinanews.com/it/2018/06-28/8550357.shtml
6月25日，在重庆2018高考志愿填报咨询大会上，人工智能、智能控制相关专业格外火爆，有特别多的考生和家长前来咨询。记者发现，教育部公布的“2017年度普通高等学校本科专业备案和审批结果”中，“机,人工智能：投资热 落地难,http://www.chinanews.com/it/2018/06-27/8548271.shtml
全球领先的ICT(信息与通信)基础设施和智能终端提供商华为，于6月26日在深圳举办了“AI上有信仰的云——华为云中国行2018”首站活动，在会上详细阐释了华为云在技术、商业、生态方面的理念和实践，,云计算成业界布局重点 可实现真正智能,http://www.chinanews.com/it/2018/06-27/8548790.shtml
一份泄露的会议纪要披露了共享单车企业决策层正在蔓延的焦虑感和反思。　　这份会议纪要来自于共享单车头部企业ofo，根据相关消息，ofo的高层在遵义召开了一次内部的战略会议，在会议中ofo联合创始人,挣脱“流量泥潭” 共享单车商业模式亟待回归用户价值本源,http://www.chinanews.com/it/2018/06-27/8548516.shtml
广州南沙推动人工智能产业集聚　　本报广州6月26日电　（记者罗艾桦）6月23日至24日，主题为“人工智能与未来城市”的2018广州国际人工智能工作交流会在广州南沙举行，吸引了百余位人工智能领域的,广州南沙推动人工智能产业集聚,http://www.chinanews.com/it/2018/06-27/8548174.shtml
武汉6月27日电 (梁婷 王政)27日，中国移动5G联创中心开放实验室正式落户湖北。当天，在上海2018世界移动大会中国移动5G联合创新开放实验室授牌仪式上，中国移动副总裁李正茂给湖北公司正式授,华中首个5G联创中心开放实验室落户湖北,http://www.chinanews.com/it/2018/06-27/8548966.shtml
上海6月27日电 (记者 刘育英)“MWC2018世界移动大会·上海”27日在上海开幕。中国工业和信息化部副部长陈肇雄表示，随着5G第一阶段标准化工作完成，全球5G进入产业全面冲刺阶段。　　大,2018世界移动大会上海举行 工信部：全球5G产业全面冲刺,http://www.chinanews.com/it/2018/06-27/8548842.shtml
大连6月14日电 (记者 杨毅)14日，正在辽宁大连举行的中国国际软件和信息服务交易会上，2018中国数字产业创新(大连)峰会暨大连软件产业20年发展论坛在此间举行，来自大连软件行业的知名企业家,大连软件产业20年发展论坛举行 探讨软件产业新机遇,http://www.chinanews.com/it/2018/06-14/8538279.shtml
北京6月13日电 (周乾宪)抖音短视频12日首次对外公布其用户数据，海外市场增长迅猛。截至目前，抖音海外版已覆盖全球150多个国家，月活用户过亿，在美国、日本、德国、法国、印尼、泰国、越南、马来,中国短视频平台竞相“出海” 劲刮“中国风”,http://www.chinanews.com/it/2018/06-13/8537405.shtml
上海6月27日电 (郑莹莹)世界移动大会·上海27日于此间举行，商用在即的5G，占据展会舞台高光，中国移动、中国联通、中国电信三大运营商纷纷端出“5G试验大餐”。　　现场，中国移动晒出“5G无,中国加快5G商用步伐 三大运营商“试验场”全速冲刺,http://www.chinanews.com/it/2018/06-27/8548849.shtml
成都6月6日电 (记者 张浪)6日下午，天府大数据国际战略与技术研究院(简称“天府大数据研究院”)与四川天府新区成都管理委员会在成都签订项目落地协议。该研究院成立后，计划五年内引进或创立国家级或,天府大数据研究院成都签约 5年将形成10亿产业聚集,http://www.chinanews.com/it/2018/06-06/8532109.shtml
北京6月11日电 近日，触景无限科技(北京)有限公司宣布注资Inspirit IoT，组建战略联盟。触景无限科技CEO肖洪波联合美国企业Inspirit IoT创始人陈德铭正式公布了触景感知芯片,触景无限CEO：前端智能感知市场巨大 启动感知芯片计划,http://www.chinanews.com/it/2018/06-11/8535112.shtml
北京6月7日电 (记者 刘育英)随着5G商用临近，中国正在加快对5G应用的开发和推广，其中包括车联网、工业互联网、智慧医疗等。中国工业和信息化部官员7日表示，将力争实现5G应用征集大赛成果的有效,中国加快发展车联网、工业互联网等5G典型应用,http://www.chinanews.com/it/2018/06-07/8532880.shtml
杭州6月27日电(徐瀚文)近年来，政府围绕“互联网+”、供给侧改革推出相关政策，积极推动电商市场发展。26日，国内知名电商智库——电子商务研究中心(100EC.CN)发布的《2017年度中国电子,中国电商市场交出2017年答卷：“新零售”发力助发展,http://www.chinanews.com/it/2018/06-27/8548197.shtml
2018年6月11日，云管理服务专家新钛云服正式入驻张江高科半岛科技园21幢2层。入驻张江半岛科技园以后，新钛云服将提供更好的服务。　　新钛云服，云管理服务专家　　随着企业的数字化转型，企业正,云管理服务专家新钛云服入驻张江半岛科技园,http://www.chinanews.com/it/2018/06-12/8535934.shtml
流量漫游费取消的红利还没落地，有些运营商已先停售了5元的低价本地流量套餐。工信部今年表态将确保广大用户在7月1日前享受到取消流量漫游费这一红利，然而记者调查发现，在提速降费的大趋势下，一些低价套餐,流量低价套餐悄然涨钱 “地板流”5元套餐没了,http://www.chinanews.com/it/2018/06-12/8535968.shtml
北京6月12日电 (记者 陈溯)为保护濒危语言、优化方言语音识别能力，12日，科大讯飞启动了“AI方言发音人招募”公益行动。　　随着经济、文化活动的全球化以及区域经济的迅速发展，使主流语言或通,保护濒危语言优化方言识别能力 讯飞开启“AI方言发音人”招募计划,http://www.chinanews.com/it/2018/06-12/8536457.shtml
"近日，""广州第一民企""雪松控股与数澜科技签署大数据项目合作协议，双方将首创""业务场景＋技术平台""最佳实践模式，利用大数据技术，共建"" 智慧地产运营分析平台""，实现对城市宏观、土地市场、房产市场、客",大数据赋能地产 雪松数澜共创“业务+平台”最佳模式,http://www.chinanews.com/it/2018/06-12/8536138.shtml
徜徉西南印度洋　　6月7日傍晚，“向阳红10”科考船地球物理实验室。梁锦盯着浅剖仪的屏幕，陷入沉思。　　浅剖仪能纵向反映海底浅地层结构。屏幕图像上，像软泥般的沉积物和基岩有明显的分界，前者是浅,“探海神针”，追寻数万年前的沧海桑田,http://www.chinanews.com/it/2018/06-11/8534923.shtml
据遇见人工智能报道，近日，日本研究人员通过一款叫“Imaginary Soundscape”的网络应用程序，使用机器学习技术，为用户上传的图片和最符合的音频配对。　　在该项目页面中，用户上传一张图片,日科学家研发全新交互技术 用人工智能给图像配乐,http://www.chinanews.com/it/2018/06-11/8534948.shtml
在即将举行的雅加达亚运会上，电子竞技运动将作为表演项目登台。2022年杭州亚运会，电子竞技还将被纳入正式的比赛项目。近两年来，包括中国传媒大学、北京大学在内的多所高校也相继设立了与电子竞技相关的专业或,电竞选手 跟你想的不一样,http://www.chinanews.com/it/2018/06-12/8536176.shtml
纯度达到99.999999999%的电子级多晶硅成功量产。江苏鑫华半导体材料科技有限公司6月6日宣布，经过一系列严格验证、检测，近日一批集成电路用高纯度硅料出口韩国，同时也向国内部分晶圆加工厂批量,超高纯度电子级多晶硅成功量产,http://www.chinanews.com/it/2018/06-11/8534897.shtml
石家庄6月12日电 (房现玉)河北省通信管理局12日透露，河北省将在雄安新区、2022年北京冬奥会张家口赛区开展第五代移动通信(5G)先行先试，先城市、后农村，分步骤、分梯次推进5G网络部署。于,雄安新区、冬奥会张家口赛区将先行建设5G网络,http://www.chinanews.com/it/2018/06-12/8536424.shtml
厦门6月3日电 (记者 陈悦)2018全球数字峰会2日在厦门揭幕，聚焦域名、新媒体等领域。峰会上透露，中国域名发展迅速，中文域名应用环境已获明显改善，领跑全球多语种域名，有望迎来爆发增长。,中文域名领跑全球多语种域名,http://www.chinanews.com/it/2018/06-03/8529365.shtml
厦门6月3日电 (陈悦李思源)记者3日从清华海峡研究院了解到，清华海峡研究院人工智能研究中心专委会2日在厦门成立，中国科学院院士、CCF(中国计算机学会)终身成就奖获得者、清华大学教授张钹出任研,清华海峡研究院在厦门成立人工智能研究中心专委会,http://www.chinanews.com/it/2018/06-03/8529223.shtml
“语言交互是智能音箱的核心功能。智能音箱的销量剧增，大量的语音交互会带来多样化的数据样本，目前研究界都在试图突破自然语言处理的难关，虽然从事这项研究的人比以前多很多，研究条件也很好，但理论的瓶颈、语言,会打电话的AI： 即便为真，也不值得大惊小怪,http://www.chinanews.com/it/2018/06-11/8534975.shtml
摩天大楼尽收眼底 广州日报全媒体记者陈忧子 摄　　文/广州日报全媒体记者何瑞琪、肖桂来　　今年以来，芯片成为当下科技领域最热的词语之一，并被描述成国际竞争中的关键领域。大力发展相关产业，研究出,抢占制高点 用“芯”谋未来,http://www.chinanews.com/it/2018/06-04/8529709.shtml
10块钱能买什么？吃顿丰盛的早点都不够。而在网络上却可以“买”走一个人的生活：上百张自拍照、聚会的照片、旅游的写真等。有了这些照片，你完全可以成为世界上的另一个“他”，而“他”本人却完全蒙在鼓里。,微信朋友圈自拍照有可能被公开售卖,http://www.chinanews.com/it/2018/05-30/8526447.shtml
6月1日电 今日，《网络安全法》施行一周年。一年来，这部法律对互联网行业带来什么影响？互联网企业又是怎么做的？今天上午，支付宝交上了一份形式新颖的“答卷”，展示了其在维护网络安全上的努力，引起不,支付宝：AI技术让欺诈损失减少一半,http://www.chinanews.com/it/2018/06-01/8528300.shtml
客户端北京5月28日电 (记者 吴涛 邱宇)安卓手机QQ出现“恶意彩蛋”。28日，网友发现，只要在安卓手机QQ上发送“菜刀”表情和“心碎”表情中间加一个特殊的符号，比如加号、等号、减号、百分号等,安卓版QQ菜刀和心碎表情秒变脏字 腾讯回应：BUG,http://www.chinanews.com/it/2018/05-28/8524663.shtml
亟待攻克的核心技术　　本报记者 张 晔　　“30多年前，我读研究生时就在编写飞机设计和分析软件，当时我国的航空设计软件跟国外同时起步，但是现在市场已经完全被国外掌控。”说起飞机设计软件发展历程,航空软件困窘，国产飞机设计戴上“紧箍咒”,http://www.chinanews.com/it/2018/05-30/8525884.shtml
为期两天的华为应用市场太空屋探险之旅告一段落，不过精彩仍在继续，“6•1嘻游记”线上活动专区我们欢乐起航：5月28日-6月1日，华为应用市场携手众多国内外知名儿童应用开发者，为小朋友和家长们带来另,多款高品质应用 手机应用市场让孩子花式过六一,http://www.chinanews.com/life/2018/05-29/8525450.shtml
贵阳5月27日电 (记者 张伟)2018年脸书泄密事件成为全球舆论关注的热点，数据安全亦再次成为持续的焦点话题之一。2018中国国际大数据产业博览会上，海内外专家、学者、官员26日相聚“数据安全,专家：用“数据”方法构建数据安全新秩序,http://www.chinanews.com/it/2018/05-27/8523637.shtml
海南生态软件园打造的开放、舒适的办公空间受访者供图　　朱小刚 本报记者 江东洲 刘 昊　　海南腾讯生态村、中国游戏数码港、中国智力运动产业基地等3个100亿元级项目同时开工，空中网、企鹅医生等11,这家海南软件园玩起“生态+”,http://www.chinanews.com/it/2018/06-05/8530426.shtml
对普通人而言，对5G技术的渴望也许只是“盼着换一部5G手机”。对电信行业而言，对5G技术的焦虑是在即将冻结的第一版5G标准里，自己的提案能有多少被写进去。2018年堪称5G元年，随着标准冻结,2018开启5G元年 全球供应商面临问题：5G怎么挣钱？,http://www.chinanews.com/it/2018/05-27/8523678.shtml
5G、物联网、区块链和人工智能等技术的结合，能真正实现万物互联，使人类置身于一个智能、可互动的网络里，彻底改变我们的社交与互动方式　　文/罗元婕　　根据思科(Cisco)2017年8月发,迈向5G新世界：将彻底改变我们的社交与互动方式,http://www.chinanews.com/it/2018/05-27/8523677.shtml
中新经纬客户端5月27日电(张哲) 苹果退款政策如何被不法商贩利用？　　近年来，全球游戏市场规模不断扩大，中国已成为最大的游戏市场。艾瑞咨询数据显示，2017年中国游戏市场规模超过2033亿，同,揭秘苹果代充值代退费灰色产业链：月入过万很轻松,http://www.chinanews.com/it/2018/05-27/8523697.shtml
贵阳5月27日电 (记者 张伟)贵州华芯通半导体技术有限公司(以下简称“华芯通”)于27日在2018数博会上正式发布其Arm架构服务器芯片品牌–昇龙(StarDragon)，中国国产芯片阵营再添,华芯通首款芯片“昇龙”亮相2018数博会,http://www.chinanews.com/it/2018/05-27/8523810.shtml
贵阳5月26日电 (记者 张伟 蒲文思)贵州联通首个5G基站正式开通，并且在2018数博会现场首次演示在5G网络上下载数据。贵州联通还与贵阳市政府携手成立5G应用创新联合试验室。　　记者26日,贵州联通与贵阳市政府成立5G应用创新联合试验室,http://www.chinanews.com/it/2018/05-26/8523511.shtml
贵阳5月27日电(冷桂玉)中印IT产业集聚区27日在2018中印IT&DT产业合作发展论坛上正式揭牌。　　项目的建设旨在发挥双方各自优势，进一步加强贵州省、贵阳市与印度在软件和信息技术领域的交,中印IT产业集聚区贵阳揭牌,http://www.chinanews.com/it/2018/05-27/8523861.shtml
5月26日电 以“数化万物 智在融合”为主题的2018中国国际大数据产业博览会(以下简称数博会)在贵阳隆重开幕。本届数博会由国家发展和改革委员会、工业和信息化部、国家互联网信息办公室、贵州省人民,数博会上看高通：创新技术助推中国数字经济,http://www.chinanews.com/it/2018/05-26/8523327.shtml
5月30日电 近期，人才争夺战成为媒体关注的焦点。各大城市纷纷开出诱人的条件，而发展极为迅速的游戏行业，也成为关注的焦点。　　事实上，《2017年中国游戏人才薪资调查报告》已经显示，北上广深是,像素种子：游戏行业硕士最受欢迎 跳槽一次涨薪20%,http://www.chinanews.com/it/2018/05-30/8526035.shtml
新华网北京5月30日电 搭搭云于5月29日在京召开搭搭云3.0上线暨品牌升级发布会，宣布正式启用搭搭云作为新品牌开始平台化运营，为中小微企业提供满足全面移动化、系统平台化、业务一体化、定制个,让SaaS进入全面定制时代 搭搭云3.0平台上线,http://www.chinanews.com/it/2018/05-30/8526093.shtml
2018年5月27日下午，爱博物携手中国国际大数据博览会开启了以“数聚生命，智惠未来”为主题的爱博物科学少年论坛数博会专场对话活动。贵州省教育厅副厅长王红红，华大基因董事长汪建，中国科学院FAST,爱博物科学少年论坛登场2018贵州数博会,http://www.chinanews.com/it/2018/05-30/8525963.shtml
贵阳5月27日电 (冷桂玉)此间进行的2018中国国际大数据产业博览会上，《2018先进制造业产业发展白皮书》(以下简称《白皮书》)对外发布。　　《白皮书》紧密结合美国、德国和中国工业互联网发,《2018先进制造业产业发展白皮书》发布,http://www.chinanews.com/it/2018/05-27/8523801.shtml
实习记者 翟冬冬　　在近日中国科协发布的12个领域60个重大问题中，人机情感交互位列其中。“无情感不智能”已经成为众多研究者的共识。　　日前，在杭州举行的第七届UCAN用户体验设计论坛上，阿里,情感计算： 让机器拥有“读心术”,http://www.chinanews.com/it/2018/06-04/8529622.shtml
本报贵阳5月25日电 (记者万秀斌、汪志球、程焕)货源信息不对称、交易效率较低、货车大量空驶……针对公路货运痛点，贵州本土企业“货车帮”历时3年打造了覆盖全国的公路物流互联网信息平台。如今，,贵州推动大数据与实体经济深度融合,http://www.chinanews.com/it/2018/05-26/8523409.shtml
2018年5月25日，首届“中美大数据国际交流论坛”在上海举行。“中美大数据国际交流论坛”由国际上大数据管理领域最权威的组织国际数据管理协会DAMA International (Data Man,首届“中美大数据国际交流论坛”在上海召开,http://www.chinanews.com/it/2018/05-30/8525930.shtml
编者按：昨日开幕的“2018中国电子商务大会”主论坛发布了《2017年中国电子商务报告》。报告数据显示，2017年，我国电子商务发展优势进一步扩大，网络零售规模全球最大、产业创新活力世界领先，,中国电子商务报告揭示行业景气度,http://www.chinanews.com/it/2018/05-30/8526382.shtml
北京6月1日电(记者 吴涛)5月31日，携程发布“全球玩乐平台”，定位是顺应旅行全球化、本地化、碎片化的趋势，让中国旅游者在全球范围内能顺利玩转当地。　　据介绍，“全球玩乐平台”与3000多家,出境游如何省钱省心？ 一站式服务“一城一票”来了,http://www.chinanews.com/it/2018/06-01/8527793.shtml
历时150天、横跨15个国家和地区，共计1116支团队参赛，“2018中国国际大数据融合创新·人工智能全球大赛”近日在贵阳落下帷幕。大赛由数博会组委会主办，英特尔、中国人工智能产业创新联盟等单位联,人工智能全球大赛落幕 中国企业深醒科技夺冠,http://www.chinanews.com/it/2018/06-01/8527874.shtml
6月1日电 5月31日，中国—东盟信息港股份有限公司(以下简称“中国东信”)、美国高通公司(Qualcomm)、深圳日海物联技术有限公司(以下简称“日海物联”)签署战略合作协议。广西壮族自治区主,中国东信、美国高通和日海物联签署战略合作协议,http://www.chinanews.com/it/2018/06-01/8527998.shtml
2018年6月1日，深醒科技宣布完成B轮融资数亿元人民币，由国科嘉和领投，国投资本、凯旋资本跟投，A轮投资者经纬创投、昆仲资本追加投资。深醒科技透露，本轮融资资金将主要用于进一步深化机器视觉学习算,中科院资金领投 深醒科技完成数亿元B轮融资,http://www.chinanews.com/it/2018/06-01/8528130.shtml
5月31日，小米科技在深圳大运中心体育馆举办新品发布会，正式推出了年度重磅旗舰产品——小米8，这是小米首次没有采用连续命名规则的一代产品，跳过了7，直接命名为小米8，寓意着“超越期待(七代)”，意,小米8背后的黑科技：AI如何让技术更有温度？,http://www.chinanews.com/it/2018/06-01/8527875.shtml
6月1日电  六一到了，给熊孩子的礼物准备好了吗？手机、iPad、智能手表？电子产品虽好玩，但互联网资讯却让宝爸宝妈们如履薄冰：看到了十八禁怎么办？搜到邪典片或暴力血腥内容吓出心理疾病怎么办？有,百度搜索给互联网内容“分级”？或是最好的儿童节礼物,http://www.chinanews.com/it/2018/06-01/8528161.shtml
科技日报北京5月27日电 (赵博文 记者付毅飞)无线耳机、无线上网、无线充电……生活中，越来越多无线技术，让我们摆脱了线缆的“缠绕”。记者27日从中国航天科技集团一院获悉，我国运载火箭测量系统也迎,长征火箭测量系统用上“WiFi” 助减重节约成本,http://www.chinanews.com/it/2018/05-28/8524086.shtml
上海6月1日电(记者  姜煜)信息技术研究和顾问公司Gartner1日发布统计数据称，2018年第一季度全球智能手机的销售量恢复增长，较2017年同期增加1.3%，达3.84亿部。　　今年首季，,今年第一季度全球智能手机销量回暖 达3.84亿部,http://www.chinanews.com/it/2018/06-01/8528213.shtml
实习记者 唐 芳　　安防行业早已刮起AI风。记者了解到，人工智能技术已经可让机器“看得懂”视频中的人、车、物和行为，公安部门通过比对和检索全国逃犯库中的数据能快速找到可疑对象。那么AI“透视眼”,AI“透视眼”：从视频中认出“嫌疑人”,http://www.chinanews.com/it/2018/05-28/8524124.shtml
本报记者 刘园园　　“全球在人工智能专利布局上的前20名，没有一家中国企业。”在日前举行的2018世界智能大会智能科技产业发展CXO论坛圆桌对话环节，北京人工智能专利产业创新中心总经理刘翰伦的话,国内人工智能专利布局存隐忧 全球TOP20无中国企业,http://www.chinanews.com/it/2018/05-28/8524113.shtml
赵婀娜 李姝凝 毛殷平　　不久前，由清华大学计算机系7名本科生组成的超算团队，在南昌大学举办的2018ASC世界大学生超级计算机竞赛(ASC18)中蝉联总冠军，这是他们第五次在这项赛事中夺冠。,清华团队蝉联世界大学生超级计算机竞赛总冠军,http://www.chinanews.com/it/2018/05-28/8524152.shtml
5月28日电 日前，中国游戏产业权威数字研究机构伽马数据(微信ID：CNGgame)发布了《2018年中国女性游戏研究报告》。据了解，这是该机构发布的第一份游戏领域针对女性的调查报告，该报告显示,伽马数据：女性用户成为中国游戏用户的最大“变量”,http://www.chinanews.com/it/2018/05-28/8524311.shtml
5月28日电  近日，灵伴即时于北京总部正式宣布开放睿思AI语音对话机器人训练平台，在当前AI语音交互技术发展的关键发力期，灵伴凭借专业的技术团队、深刻的行业见解、精确的服务定位，在原有睿思AI,灵伴即时开放电话机器人训练平台 全面支持AI赋能,http://www.chinanews.com/it/2018/05-28/8524431.shtml
上海5月28日电 (王子涛)5月26日至27日，摩点创意文化社区主办的“摩擦大会”文化创意展于上海举行。如今，不少国产动漫游戏等创意文化都逐渐走向用户众筹的模式，而本届摩擦大会也是在用户支持下众,上海“摩擦大会”：国内创意文化开启众筹模式,http://www.chinanews.com/it/2018/05-28/8524170.shtml
科技日报讯 5月24日，中国科协年会前期活动——中国科技智库论坛上，中国科协创新战略研究院发布了《全球共赢：构筑互联网人才价值共同体——互联网人才报告2017》。通过对全球近3000万相关行业人才,报告：以中美为双核的互联网人才格局逐渐成形,http://www.chinanews.com/it/2018/05-29/8524975.shtml
本报贵阳5月27日电(通讯员 刘春媛 中国青年报·中青在线记者 白皓 裴江文)正在贵阳召开的2018中国国际大数据产业博览会上，财新智库等机构发布的《数字经济指数2018年度报告》显示，自去年10,调查显示近半年中国芯片工程师需求量显著增加,http://www.chinanews.com/it/2018/05-28/8524062.shtml
本报记者 付丽丽　　不用跑银行排队等候，只需在手机上下载个APP，输入相关个人信息，就能查询个人征信，并在24小时内出具报告……这是很多手机APP宣称的内容。确实挺方便的，但殊不知，背后却存在严,APP查征信后患无穷 “经济身份证”或被泄露,http://www.chinanews.com/it/2018/05-29/8524986.shtml
近年来，在生态文明建设的大背景下，我国环境环保产业的整体规模得到了飞速发展，与此同时，随着物联网、大数据、云计算技术的日趋成熟，为环境插上智慧的翅膀，已然成为整个产业未来的方向。作为智慧环境,用智慧科技变革环境产业 零微科技宏伟目标加速“提现”,http://www.chinanews.com/it/2018/05-29/8525393.shtml
几年前，英国《经济学人》杂志就分析认为，与以纺织机械化为标志的第一次工业革命和以福特汽车流水线生产为标志的第二次工业革命不同，第三次工业革命，应该以数字化制造及新型材料应用为代表。出版过《第,云计算+智能制造：中国加速推进新工业革命,http://www.chinanews.com/it/2018/05-29/8525045.shtml
近日，大富科技(300134.SZ)披露重组进展，公司与重庆百立丰的主要股东签署框架协议，拟现金收购百立丰51%的股权。据双方达成的共识，自大富科技足额支付现金对价后的3个月内，交易对方将全部所得,百立丰联手360战略融合 股东巨资反持大富科技,http://www.chinanews.com/it/2018/05-29/8525090.shtml
6月5日电 4日，恺英网络发布公告，旗下全资子公司上海恺英网络科技有限公司与盛大游戏境内子公司上海盛页信息科技有限公司签署战略合作协议，合作期限为三年。　　作为国内领先的游戏企业代表，恺英网络,携手打造顶级IP 恺英网络与盛大游戏签署三年战略合作,http://www.chinanews.com/business/2018/06-05/8530503.shtml
